id,trigger,conditions,script,text,options,notes
ZGRomkiScanOfferOpt,PopulateOptions,"$id == glamor_rotanev
$player.didZGRfirstMeeting
$global.foundOneslaught
!$global.gaveZGRoneslaughtAccess
$offeredToSellOneslaught",,,"ZGR_omkiScanOfferRedux:""I've been thinking about your offer concerning the Onslaught Mk.I.""",
ZGRomkiScanOfferOptCheck,PopulateOptions,"$id == glamor_rotanev
$player.didZGRfirstMeeting
$global.foundOneslaught
!$global.gaveZGRoneslaughtAccess 
$offeredToSellOneslaught
!PlayerFleetHasShipWithBaseHull onslaught_mk1","SetEnabled ZGR_OMKIscanOfferRedux false
SetTooltip ZGR_OMKIscanOfferRedux ""Requires that the Onslaught Mk.I is in your fleet.""",,,
ZGRomkiScanOfferRedux,DialogOptionSelected,$option == ZGR_omkiScanOfferRedux,,"Hew eyes fwickew oddwy.

""You've wevised youw position?""","zgr_omkiScanOfferReduxMil:""My position is one million credits.""
zgr_omkiScanOfferReduxLater:""Let's discuss this later.""",
ZGRomkiScanOfferReduxReroute,DialogOptionSelected,$option == zgr_omkiScanOfferReduxMil,"$offerRedux = true 0
$option = zgr_makePitch9OMKIbuy4mil 0
FireBest DialogOptionSelected",,,
ZGRomkiScanOfferReduxLater,DialogOptionSelected,$option == zgr_omkiScanOfferReduxLater,FireAll PopulateOptions,"She weans back evew so swightwy, but makes no outwawd wesponse.

Hew expwession hasn't changed, but it feews somehow mowe impatient.",,
ZGRomkiScanOfferReduxLaterB,DialogOptionSelected,"$option == zgr_makePitch9OMKIbuy4later
$offerRedux score:3",FireAll PopulateOptions,"She weans back evew so swightwy, but makes no outwawd wesponse.

Hew expwession hasn't changed, but it feews somehow mowe impatient.",,
ZGRomkiScanOfferReduxScan1,DialogOptionSelected,"$option == zgr_makePitch9OMKIscan1
#$offerRedux score:3",FireAll PopulateOptions,"Hew eyes fwickew subtwy, hew expwession mowe gwazed and vacant than befowe.

""Vewy... good, captain,"" she says.",,
,,,,,,
# ZGR return after encountering Threat and/or Dweller and/or OMKI,,,,,,
ZGRgreetingPostWeird,PickGreeting,"$id == glamor_rotanev score:1000
$player.didZGRfirstMeeting
!$player.returnedToZGRpostWeird
$player.encounteredWeird","ShowPersonVisual
$player.returnedToZGRpostWeird = true
$option = zgr_greetingPostWeird 0
FireBest DialogOptionSelected","Youw comms awe wouted thwough a secwetawy, eithew a howosim ow pwoduct of uncanny cosmetic and behaviow tuning, then, aftew a bwief wait, the wink bwinks to Diwectow Gwamow-Wotanev.

""Captain $playerLastName,"" she says, then pauses. ""You found something, didn't you.""",,
ZGRgreetingPostWeirdOMKI,PickGreeting,"$id == glamor_rotanev score:1000
!$global.gaveZGRoneslaughtAccess
$player.didZGRfirstMeeting
!$player.returnedToZGRpostWeird
$player.encounteredWeird
PlayerFleetHasShipWithBaseHull onslaught_mk1","ShowPersonVisual
$player.returnedToZGRpostWeird = true
$option = zgr_greetingPostWeird 0
FireBest DialogOptionSelected","The comms fwick into an active feed neawwy instantwy.

""Captain,"" Diwectow Gwamow-Wotanev gweets you, simpwy. ""I was just admiwing youw new acquisition.""

Hew eyes fwickew oddwy, and you detect what might be a wawe spawk of genuine amusement. 

""Ow pewhaps it is bettew descwibed as youw vewy, vewy owd acquisition.""",,
ZGRgreetingPostWeirdAll,DialogOptionSelected,"$option == zgr_greetingPostWeird
$global.foundOneslaught
!$global.gaveZGRoneslaughtAccess
PlayerFleetHasShipWithBaseHull onslaught_mk1 score:2
$player.encounteredThreat
$player.encounteredDweller",,,"zgr_postWeirdOptProceed:""I found... many things. And an Onslaught Mk.I.""
zgr_postWeirdNothingLie:""Nope, nothing yet."" (lie)",
ZGRgreetingPostWeirdThreatOMKI,DialogOptionSelected,"$option == zgr_greetingPostWeird
!$global.gaveZGRoneslaughtAccess
$global.foundOneslaught
PlayerFleetHasShipWithBaseHull onslaught_mk1 score:2",,,"zgr_postWeirdOptProceed:""Yes, I have an Onslaught Mk.I.""
zgr_postWeirdNothingLie:""Nope, nothing yet."" (lie)",
ZGRgreetingPostWeirdThreatOMKIb,DialogOptionSelected,"$option == zgr_greetingPostWeird
!$global.gaveZGRoneslaughtAccess
$global.foundOneslaught
!PlayerFleetHasShipWithBaseHull onslaught_mk1 score:2",,,"zgr_postWeirdOptProceed:""I did find something, yes.""
zgr_postWeirdNothingLie:""Nope, nothing yet."" (lie)",
ZGRgreetingPostWeirdBoth,DialogOptionSelected,"$option == zgr_greetingPostWeird
$player.encounteredThreat
$player.encounteredDweller",,,"zgr_postWeirdOptProceed:""I believe I found what you're looking for. And more.""
zgr_postWeirdNothingLie:""Nope, nothing yet."" (lie)",
ZGRgreetingPostWeirdThreat,DialogOptionSelected,"$option == zgr_greetingPostWeird
$player.encounteredThreat
!$player.encounteredDweller",,,"zgr_postWeirdOptProceed:""I believe I've found what you're looking for.""
zgr_postWeirdNothingLie:""Nope, nothing yet."" (lie)",
ZGRgreetingPostWeirdDweller,DialogOptionSelected,"$option == zgr_greetingPostWeird
!$player.encounteredThreat
$player.encounteredDweller",,,"zgr_postWeirdOptHostile:""I found something... hostile. In the Abyss.""
zgr_postWeirdNothingLie:""Nope, nothing yet."" (lie)",
ZGRpostWeirdProceed,DialogOptionSelected,$option == zgr_postWeirdOptProceed,"$didReturnEver = true
$saidTechReturn = true 0
FireAll PopulateZGRturnInOpts","""Excewwent.""

To youw shock, hew smiwe is neawwy human. The mask is wepwaced awmost instantwy, though a swackening echo of the expwession wemains on hew wips.

""I, and my weseawchews, awe most eagew to examine youw findings. And you to be paid, no doubt.""",,
ZGRpostWeirdProceedB,DialogOptionSelected,"$option == zgr_postWeirdOptProceed
$global.foundOneslaught
!PlayerFleetHasShipWithBaseHull onslaught_mk1","$didReturnEver = true
$saidTechReturn = true 0
FireAll PopulateZGRturnInOpts","""It pweases me to heaw that."" She doesn't smiwe.

""I, and my weseawchews, awe most eagew to examine youw findings. And you to be paid, no doubt.",,
ZGRpostWeirdOptHostile,DialogOptionSelected,$option == zgr_postWeirdOptHostile,"$didReturnEver = true
$saidTechReturn = true 0
FireAll PopulateZGRturnInOpts","""Something."" She waises an eyebwow.

""It was not human ow AI-dewived."" This doesn't sound wike a question.",,
ZGRpostWeirdNothingLie,DialogOptionSelected,$option == zgr_postWeirdNothingLie,AdjustRepActivePerson INHOSPITABLE -1,"Hew eyes, pweviouswy distant, stawe at you thwough the wink fow a sevewaw seconds befowe she wepwies.

""I am eagew to wewawd you fow youw wowk."" Hew tone is not inviting. ""CEO Sun is in fuww agweement. Thewe awe extwaowdinawy discovewies and pwofits to be made. I am unintewested in an obstinate pawody of negotiation.""","zgr_postWeirdNothingProceed:""And I am eager to be paid. You got me.""
cutCommLink:Close the link",
ZGRpostWeirdNothingLieOMKI,DialogOptionSelected,"$option == zgr_postWeirdNothingLie
PlayerFleetHasShipWithBaseHull onslaught_mk1",AdjustRepActivePerson INHOSPITABLE -1,"""Don't act this obstinate pwetense of negotiation. You $shipOrFleet has been scanned. And we knew what you found weww befowe you awwived anyway."" She pauses quite consciouswy.

""I am... most eagew to wewawd youw wowk.""

Despite hew wowds, the tone is icy. ""CEO Sun is in fuww agweement. We may shawe in extwaowdinawy discovewies and pwofits.""","zgr_postWeirdNothingHostile:""What I found was... hostile. And Inhuman.""
cutCommLink:Close the link",
ZGRpostWeirdNothingProceed,DialogOptionSelected,$option == zgr_postWeirdNothingProceed,"$didReturnEver = true
$saidTechReturn = true 0
FireAll PopulateZGRturnInOpts",Hew expwession wemains fwozen with disdainfuw impatience.,,
ZGRpostWeirdNothingHostile,DialogOptionSelected,$option == zgr_postWeirdNothingHostile,"$didReturnEver = true
$saidTechReturn = true 0
FireAll PopulateZGRturnInOpts","""Teww me what you found.""",,
ZGRpostWeirdNothingDweller,DialogOptionSelected,"$option == zgr_postWeirdNothingHostile
!$player.encounteredThreat
$player.encounteredDweller
!$global.foundOneslaught",,"""It was not the 'Thweat',"" she says. It doesn't sound wike a question.","zgr_postWeirdNothingHostile2:""No.""
zgr_postWeirdNothingHostile2Know:""No. But you already know that, don't you.""",
ZGRpostWeirdNothingHostile2Know,DialogOptionSelected,$option == zgr_postWeirdNothingHostile2Know,"$didReturnEver = true
$saidTechReturn = true 0
FireAll PopulateZGRturnInOpts","She bwinks once.

""Teww me what you found.""",,
ZGRpostWeirdNothingHostile2KnowB,DialogOptionSelected,$option == zgr_postWeirdNothingHostile2,"$didReturnEver = true
$saidTechReturn = true 0
FireAll PopulateZGRturnInOpts","""Teww me what you found.""",,
#ZGRpostWeirdOMKIpush,,"!$offeredToSellOneslaught
!$global.gaveZGRoneslaughtAccess",,,,
,,,,,,
# ZGR weirdtech return,,,,,,
ZGRtechReturn,PopulateOptions,"$id == glamor_rotanev score
$player.returnedToZGRpostWeird
!$saidTechReturn",FireBest ZGRdisableTurnInTech,,"zgr_techReturn:""I've found some 'interesting' specimens for you...""","#$player.encounteredWeird
#$player.encounteredDweller"
ZGRtechReturnAgain,PopulateOptions,"$id == glamor_rotanev score
$player.returnedToZGRpostWeird
$saidTechReturn",FireBest ZGRdisableTurnInTech,,"zgr_techReturn:""I have more 'interesting' specimens for you...""",
ZGRtechReturnDisable,ZGRdisableTurnInTech,!ZGRTurnIn playerHasSellableItems,"SetEnabled zgr_techReturn false
SetTooltip zgr_techReturn ""You do not have any 'interesting' specimens in your possession.""",,,
,,,,,,
ZGRtechPlayerOMKIreturn,DialogOptionSelected,"$option == zgr_makePitch9OMKIbuy4later 
$doingTechReturn","unset $doingTechReturn
FireAll PopulateZGRturnInOpts","""Fine,"" she says bwiskwy.",,
ZGRtechPlayerOMKIreturnB,DialogOptionSelected,"$option == zgr_makePitch9OMKIbuy4later 
$askedAboutOMKIalready
!$doingPitch
!$atPitchEnd",FireAll PopulateZGRturnInOpts,"""Fine,"" she says bwiskwy.",,
ZGRtechPlayerOMKIbother,DialogOptionSelected,"$option == zgr_techReturn
$global.foundOneslaught
!$offeredToSellOneslaught
!$global.gaveZGRoneslaughtAccess
PlayerFleetHasShipWithBaseHull onslaught_mk1",$doingTechReturn = true 0,"""I am pawticuwawwy intewested in the huww you wecovewed fwom the Abyss. The Onswaught Mk.I is unmistakabwe.""","zgr_makePitch9OMKIbuy:""Why? Are you going to make me an offer for it?""",
ZGRtechReturnOptFirst,DialogOptionSelected,$option == zgr_techReturn,"$didReturnEver = true
$saidTechReturn = true 0
FireAll PopulateZGRturnInOpts","""My stwategic pwedictows tagged you with weasonabwe odds of success,"" she says. ""I must congwatuwate theiw opewatows.""",,
ZGRtechReturnOptAgain,DialogOptionSelected,"$option == zgr_techReturn
$didReturnEver ",FireAll PopulateZGRturnInOpts,"""Oh?"" Hew eyes give a disconcewting twitch. ""I shouwd wike to examine youw discovewies."" ",,
ZGRtechReturnOptAgainB,DialogOptionSelected,"$option == zgr_techReturn
$didReturnEver 
$saidTechReturn",FireAll PopulateZGRturnInOpts,"Fow a moment hew bwow devewops a wwinkwe. ""Mowe?"" she says, and it disappeaws.",,
ZGRtechPlayerHasOptionOMKI,PopulateZGRturnInOpts,"!$askedAboutOMKIalready
!$offeredToSellOneslaught
$global.foundOneslaught
!$global.gaveZGRoneslaughtAccess","$askedAboutOMKIalready = true 0
FireBest ZGRtechPlayerHasOptionOMKIcheck","""I am pawticuwawwy intewested in the huww you wecovewed fwom the Abyss. The Onswaught Mk.I is... unmistakabwe.""","zgr_makePitch9OMKIbuy:""Why? Are you going to make me an offer for it?""",
ZGRtechPlayerHasOptionOMKIagain,PopulateZGRturnInOpts,"$askedAboutOMKIalready
$offeredToSellOneslaught
$global.foundOneslaught
!$global.gaveZGRoneslaughtAccess",FireBest ZGRtechPlayerHasOptionOMKIcheck,,"zgr_makePitch9OMKIbuy4mil:""I've considered your offer. One million credits for access and scanning of the Mk.I.""",
ZGRtechPlayerHasOption,PopulateZGRturnInOpts,,,,0:zgr_techSelectCargo:Select specimens to turn in,
ZGRtechNeverMindOption,PopulateZGRturnInOpts,,,,"100:zgr_techNeverMind:""I have nothing for you right now.""",
ZGRtechPlayerHasOptionCheck,PopulateZGRturnInOpts,!ZGRTurnIn playerHasSellableItems,"SetEnabled zgr_techSelectCargo false
SetTooltip zgr_techSelectCargo ""You do not have any 'interesting' specimens in your possession.""",,,
ZGRtechPlayerHasOptionOMKIcheck,ZGRtechPlayerHasOptionOMKIcheck,!PlayerFleetHasShipWithBaseHull onslaught_mk1,"SetEnabled zgr_makePitch9OMKIbuy false
SetTooltip zgr_makePitch9OMKIbuy ""You do not have the Onslaught Mk.I with you.""
SetEnabled zgr_makePitch9OMKIbuy4mil false
SetTooltip zgr_makePitch9OMKIbuy4mil ""You do not have the Onslaught Mk.I with you.""",,,
ZGRtechNeverMindOptionSelected,DialogOptionSelected,$option == zgr_techSelectCargo,ZGRTurnIn selectSellableItems,,,
ZGRtechTurnInOptionSelected,DialogOptionSelected,$option == zgr_techNeverMind,FireAll PopulateOptions,Gwamow-Wotanev gives you a fwosty wook.,,
ZGRtechTurnInResponseFirst,ZGRItemsTurnedIn,,"$didFirstSale = true
FireAll PopulateOptions","""You've been most usefuw,"" she says ominouswy.",,
ZGRtechTurnInResponseDefault,ZGRItemsTurnedIn,$didFirstSale,FireAll PopulateOptions,"""You've been most usefuw,"" she says ominouswy.",,
ZGRtechTurnInResponseThreat,ZGRItemsTurnedIn,"$player.itemValueSoldToZGRJustNowThreat > $player.itemValueSoldToZGRJustNowMonster
!$didFirstSale","$didFirstSaleThreat = true
$didFirstSale = true
FireAll PopulateOptions","""A mawvewous find, captain,"" the Diwectow says softwy.

""This is pwecisewy what I have been seawching fow. You've been... quite essentiaw.""

Hew eyes awe vewy stiww, wike a cowpse.",,
ZGGtechTurnInResponseThreatAgain,ZGRItemsTurnedIn,"$didFirstSaleThreat
$player.itemValueSoldToZGRJustNowThreat > $player.itemValueSoldToZGRJustNowMonster",FireAll PopulateOptions,"""These awe exceedingwy usefuw. We shaww..."" She pauses.

Then cweates the appwoximation of a smiwe.

""Gweat things shaww be made, captain. You wiww see.""
OR
""Excewwent,"" she says pwacidwy, eyes seemingwy focused ewsewhewe. ""This wiww do much to advance my initiative.""
OR
Hew eyes awe inhumanwy stiww.

""We shaww want mowe. You must bwing mowe.""
OR
""I eagewwy anticipate investigation of these awtifacts."" Hew eyes twitch disconcewtingwy.",,
ZGRtechTurnInResponseMonster,ZGRItemsTurnedIn,"$player.itemValueSoldToZGRJustNowMonster > $player.itemValueSoldToZGRJustNowThreat
!$didFirstSale","$didFirstSaleMonster = true
$didFirstSale = true
FireAll PopulateOptions","""These awe quite... unique.""

A wawe smiwe fwits on the Diwectow's wips.

""You must find mowe fow me, captain.""",,
ZGRtechTurnInResponseMonsterAgain,ZGRItemsTurnedIn,"$didFirstSaleMonster
$player.itemValueSoldToZGRJustNowMonster > $player.itemValueSoldToZGRJustNowThreat",FireAll PopulateOptions,"""Mowe fascinating specimens."" Hew voice is dawk.

""Ouw wesuwts have awweady pwoven to be most stimuwating.""
OR
""Bweathtaking,"" the Diwectow of Speciaw Acquisitions says softwy.

Hew eyes twitch inhumanwy.",,
# ZGR ask about specimens,,,,,,
ZGRaskQuestions,PopulateOptions,"$id == glamor_rotanev score:1000
$didFirstSale
!$doneWithQuestions",,,"zgr_askQuestionsHub:""I have questions about the 'specimens' I've sold you...""",
ZGRaskQuestionsHub,DialogOptionSelected,$option == zgr_askQuestionsHub,FireAll ZGRaskQuestionsOpts,"She says nothing, but hew eyebwow waises fwactionawwy. It is not an invitation to continue.

Nonethewess.",,
ZGRthreatTechAskQ,ZGRaskQuestionsOpts,,$noQuestions = true 0,,,
ZGRthreatTechAskThreatDoOpt,ZGRaskQuestionsOpts,"$player.itemValueSoldToZGRThreat > 0
!$askedThreatDo",unset $noQuestions,,"zgr_askQuestionsThreatDo:""What are you going to do with the 'Threat' artifacts?""",
ZGRthreatTechAskThreatAIwarOpt,ZGRaskQuestionsOpts,"$askedThreatDo
!$askedThreatAIwar ",unset $noQuestions,,"zgr_askQuestionsThreatAI:""Does exploitating this technology not risk another AI War?""",
ZGRthreatTechAskThreatAreOpt,ZGRaskQuestionsOpts,"$player.itemValueSoldToZGRThreat > 0
!$askedThreatAre",unset $noQuestions,,"zgr_askQuestionsThreatAre:""Do you know what the 'Threat' are, or where they came from?""",
ZGRthreatTechAskThreatAliveOpt,ZGRaskQuestionsOpts,"$askedThreatAIwar
!$askedThreatAlive",unset $noQuestions,,"zgr_askQuestionsThreatAlive:""So the 'Threat' are not alive, not intelligent?""",
ZGRmonsterTechAskMonsterDoOpt,ZGRaskQuestionsOpts,"$player.itemValueSoldToZGRMonster > 0
!$askedMonsterDo",unset $noQuestions,,"zgr_askQuestionsMonsterDo:""The 'other' specimens- what do you intend to do with them?""",
ZGRmonsterTechAskMonsterAreOpt,ZGRaskQuestionsOpts,"$player.itemValueSoldToZGRMonster > 0
!$askedMonsterAre",unset $noQuestions,,"zgr_askQuestionsMonsterAre:""Do you know what these 'other' specimens... are?""",
ZGRthreatTechAskDone,ZGRaskQuestionsOpts,$askedAnyQuestion,,,"zgr_askQuestionsHubDone:""That's all I wanted to ask.""",
ZGRthreatTechAskNM,ZGRaskQuestionsOpts,!$askedAnyQuestion,,,"zgr_askQuestionsHubDone:""Actually, never mind.""",
ZGRthreatTechAskDone2,DialogOptionSelected,$option == zgr_askQuestionsHubDone,FireAll PopulateOptions,"""Good,"" she says.",,
ZGRthreatTechAskNone,ZGRaskQuestionsOpts,$noQuestions,"$doneWithQuestions = true 0
FireAll PopulateOptions","""You've asked quite enough fow today,"" she says. ""Captain.""",,
ZGRthreatTechAskThreatDo1,DialogOptionSelected,$option == zgr_askQuestionsThreatDo,"$askedAnyQuestion = true 0
$askedThreatDo = true
FireAll ZGRaskQuestionsOpts","""Weseawch and devewopment,"" she says. Hew expwession isn't quite a smiwk.

""These components awe obviouswy dewived fwom a negwected bwanch of Domain-ewa technowogy. This makes them fundamentawwy human technowogy. The path to pwofitabwe expwoitation is fundamentawwy open, awbeit compwex. The Twi-Tachyon cowpowation is ideawwy pwaced to expwoit them.""",,
