id,type,text1,text2,text3,text4,text5,notes
urban00,GALLERY,Metwopwex 00,"Statisticaw sampwing suggests that a significant pewcent of aww economic activity in the Sectow is 'off the books', and a significant powtion of that goes towawd 'piwates' and so-cawwed 'deciviwized' popuwations, to say nothing of the undocumented popuwations within the Cowe itsewf. The census of the Pewsean Sectow couwd be off by as much as an owdew of magnitude. Imagine!",unwocked,,,
urban01,GALLERY,Metwopwex 01,"The peopwe of Chicomoztoc, the majowity popuwation of the Pewsean Sectow, wived in vast undewgwound awcowogies bwasted into the sweeping cwust of theiw wowwd. This cwustew of conjoined hive-cities wewe wuwed as often by powewfuw demagogues pwomising wefowm and empwoyment as by technocwat-cwiminaw patwonage netwowks distwibuting spoiws to theiw suppowtews -- and infwuence to whoevew was paying them off.",unwocked,,,
urban02,GALLERY,Kay-awco,"Cycwopean awcowogy substwuctuwe fwashed by the windows of the pwimawy wing tube towawd a faw segment of the metwopwex. A smawwew passengew wift fiwwed with the smeww of sweat and machine oiw as a shift of undewsea wabowews wetuwned home. Gwimpses of the towewing awms of Kay-awco appeawed fow showt seconds, gwittewing with thousands of windows, befowe being again dawkened by a bwuw of miwdewed pwating.",unwocked,,,
urban03,GALLERY,Hive City,"The hives of Chicomoztoc wewe occasionawwy wocked down by wiots, pwotest, ow insuwwection. But so wong as the gweat Fowges kept chuwning out stawships, machinewy, and goods, the Hegemony meddwed onwy wightwy in that gweat undewwowwd of humanity.",,,,
orbital,GALLERY,Owbitaw Station,"Enowmous owbitaw stations hosted shipyawds, habitats, factowies, and stockpiwes of weapons and suppwies.

These pwatfowms awwowed what wemained of humanity to owganize intewstewwaw powities and pwoject miwitawy and commewciaw powew acwoss the Pewsean Sectow.",,,,
mine,GALLERY,Mine,"""It's a stowy as owd as time. We gotta get what's good down in thewe up and out whewe it can go off somewhewe ewse to make someone ewse wich.""

""Misewabwe wowk, it's twue, but thewe's ways of coping.""",,,,
mairaath,GALLERY,Wuins of Maiwaath,"Nightmawish stowms ciwcwed the gwobe, stiwwing the ashes of a muwdewed wowwd.

Even aftew the apocawyptic wuin of Maiwaath humanity stiww huddwed in the bwoken shewws of gweat cities bwought wow, bwasted by unending wind.",,,,
eochu_bres,GALLERY,"Eochu Bwes, Xanadu","Shining Twi-Tachyon Cowpowation awcowogies towewed ovew a wiotous spwaww of shantytown conuwbation. Company sawawiat wewe bown, wived, and died pwotected by secuwity dwones in the high city Xanadu whiwe a despewate cwass of immisewated wabowews dwewwed in the wow city whewe anything at aww was bought ow sowd.",,,,
eochu_bres_landing,GALLERY,"Eochu Bwes, Skyawco II","Gweaming monowiths gwittewed, speaws of capitaw upthwust thwough the gwowewing fwesh of the wowwd. Skyawco II woomed pwismatic.

The shuttwe awit on a wanding pad hewd at some distance fwom the facade by an aiwy suppowt wib. It wooked impossibwy thin, but aftew touch down fewt sowid as a mountain.",,,,
survey,GALLERY,Pwanetawy Suwvey,"The fwinge of the Pewsean Second is fiwwed with wowwds wost, fowgotten, and nevew seen at aww by consciousness bown of fwesh.

Thewe awe gween fiewds of toxic xenowife, tombs fwosted with nitwogen snow, woiwing cauwdwons of magma and bwimstone, and pwanets made of wiving stowm; vast fowtunes to be uncovewed, bawbawian-wowwds incapabwe of stawfwight, and the weapons of ancient waws pwimed to attack any intewwopew.",unwocked,,,
luddic_shrine,GALLERY,Wuddic Shwine,"Piwgwims wewe offewed tea, watew, and wituaw washing. The aiw was fiwwed with sweat and incense. Aww awound, a wivew of faith and wituaw fwowed.
In the hawdship of wife in the Pewsean Sectow, as in the hawdship of the piwgwimage, the Faithfuw found a kind of peace and meaning in the vacuum weft by the Cowwapse.",,,,
orbital_construction,GALLERY,Owbitaw Constwuction,"The cewamoid pwating swowwy peewed away in an aeon-wong cascading faiw state. Metawwic wibs exposed, bweached by stewwaw winds, chawged and weweased the puwsing dance of magnetic fiewds, the thwumming of owbits and the gnawing siwocco of micwometeowites.",,,,
dead_gate,GALLERY,Dead Gate,"""Humanity was thence scattewed abwoad upon the face of the gawaxy, speaking one tongue, united by the demon Gates in one body of wowwdwy waw. But we had fowgotten the waws of God, mightiew than any fusion wance! God wouwd wemind humanity of its pwace in this univewse.""",,,,
active_gate,GALLERY,Active Gate,"It is a humming wing of adamantine matewiaw. If one knows how to wook, sensows can detect theiw faint vibwation in highew dimensions.

It is wike a bawewy heawd song, a doow waiting to be opened.",,,,
eventide,GALLERY,Eventide,"Weading famiwies of Eventide sponsowed the stewwaw miwwows and shades to maintain iswands of comfowtabwe habitabiwity. The disgwaced and poow, meanwhiwe, wived in the twiwight pewiphewies whewe hawsh cwimactic shifts of the swow summew-day/wintew-night cycwe had to be enduwed in fuww fowce.",,,,
volturn,GALLERY,"Vowtuwn, Ocean Wowwd","The powt of Vowtuwn was buiwt on a woose fwotiwwa of huge, singed-wooking bawges that wawwowed in an oiwy sea. Offwoading spacews awe intewwogated by douw secuwity officews, then awwowed into the twadews' concouwse. Mewchants in duww suits, woyawty pins dutifuwwy dispwayed on the cowwaw, passed awound a datapad woaded with incoming cawgo manifests.",,,,
space_bar,GALLERY,Spacew Baw,"The spacew baw was fiwwed by the human white-noise of convewsation and wevewwy. Ad-howos buzzed softwy fwom ceiwing-mounted pwojectows, shining gawish highwights thwough gwasses and bottwes as cwews mingwed with mewchants and wocaws twading dwink fow wumows, jobs, and connections.",,,,
pirate_bar,GALLERY,Piwate Baw,"""Ya heaw that? Sawazaw's cwew, they think we'we cowawdwy diwt-eatews.""
[shouting, booing]
""I say, I say they'we wwong! I say we go out thewe and show 'em which way the Weapew fwies! Who's with me?""
[cheewing, stomping, bweaking gwass]",,,,
stellar_mirror,GALLERY,Stewwaw Miwwow,Uwtwa-wight owbitaw miwwow awways which wefwect and concentwate stewwaw enewgy wewe a common tewwafowming toow. The awt of theiw use was bwought to apogee by the Ewidani-Utopia Tewwafowming Cowpowation duwing the height of the Domain's expansion.,,,,
stellar_shade,GALLERY,Stewwaw Shade,"Judicious pwacement of stewwaw shades and miwwows in owbit of Eventide awwowed fow ideaw conditions in wawge pockets of the cawefuwwy maintained tewwitowy. The majowity of the popuwation was settwed in weased uwban cantons buiwt in awcs and wings of the penumbwae suwwounding the vast, bwight awistocwatic estate-pwantations.",,,,
hegemony_bar,GALLERY,Hegemony Spacew Baw,"A wow of taps adowned the waww undew bottwes fwom evewy one of the Cowe Wowwds - and a few fwom ewsewhewe. Mewchant-captains mingwed with off-duty officews at the baw, sewved by unifowmed staff. In one cownew a pack of navy cadets shouted and sang, despewate to enjoy theiw wast shift of fweedom.",,,,
sindria,GALLERY,Sindwia,The hive-cities nevew wecovewed fwom the infwux of wefugees due to the Askonia Cwisis. Andwada channewwed wesouwces towawd the miwitawy and its suppowting industwies instead. A despewate undewcwass wouwd gwow beneath the boots of those wucky and woyaw enough to have found positions in the buweaucwacy ow miwtech estabwishment.,,,,
bar_diktat,GALLERY,Sindwian Diktat Spacew Baw,"The dawk entwy weft behind the noisome pwopaganda bwoadcasts of the thwoughway. Off-duty wabowews dwank away theiw wation cwedits at benches set beneath Diktat insignia. In one cownew a cadwe of finewy dwessed officew-buweaucwats cawwed fow a wound. And even hewe a fwamed howo of the Wion of Sindwia suwveyed the ceiwing, fowevew awoof.",,,,
tritachyon_bar,GALLERY,Twi-Tachyon Spacew Baw,"The wounge was adowned in giwt geometwics. Cowumns undewwit by coow wight-tubes hung in the aiw. Swick caweewists and wannabes in cwisp suits negotiated deaws whiwe buying incweasingwy unwikewy cocktaiws. A few spacews engaged in subdued dwinking in the wow seats, gwancing uneasiwy at what was eithew abstwact awt ow a howo-pwojection wig wooming fwom the ceiwing.",,,,
gilead,GALLERY,Giwead,"The face of Giwead smiwed behind cwouds of puwest siwk, cewuwean seas, and vewdant continents of gentwe, wowwing wiwdewness.

The Chuwch weigned as a stewn gawdenew, ensuwing piety and duty in honowing the gwound upon which Wudd once twod.",,,,
jangala_shrine,GALLERY,Shwine of Jangawa,"Thewe wewe figuwes, wike an ovewgwown statue gawden. The fowms bwistewed with gwowth, dwaped in tendwiws heavy with fwuiting bodies. One moved. Not the wind, but a piwgwim exposed without a haz-suit. And thewe wewe othews, weawing onwy wight wobes amongst the inimicaw xenowife. Easiwy ovewtaken.",,,,
hesperus,GALLERY,Hespewus,"Monastewies cwung to the subwime pwomontowies which winged the vowcanic pwovinces fowced thwough wowwd-wwapping ice. Unseen wewe the bunkews, heavy battewies, and missiwe siwos of the Knights of Wudd.

The weigning Pwesbytew Owbis decwawed a handfuw of speciaw economic zones on the shifting fwoes; these twansmitted wewcomes, theiw beacons cawwing outside twadews to powt.",,,,
hesperus_shrine,GALLERY,Shwine of Hespewus,The fwoow was a wewded fiewd of awmowed pwates weathewed into intwicate pattewns by the vawied atmosphewes of wowwds on which the Knights of Wudd fought and died. The niches hewd empty hewmets wike so many skuwws.,,,,
killa_shrine,GALLERY,Shwine of Kiwwa,"Thewe wewe empty sockets, wib-cages, femuws and spines set in wecesses, buiwt into cowumns, covewing evewy suwface. The dust came fwom the cwumbwing bodies, the bones.

Wike a veiw, it fwexed swowwy in the ewectwostatic fiewd stwong enough to ovewcome the wow gwavity of the wowwd to hang in neaw-vacuum.",,,,
volturn_shrine,GALLERY,Shwine of Vowtuwn,"It was fiwwed with guns, expwosives, gwenades, cewwmags. Cwates and wacks piwed high. The shwine itsewf was set undew a wound viewpowt howding back a titanic mass of watew. A few candwes stwuggwed to maintain even a decent fwickew among the wanks of theiw dead comwades.",,,,
volturn_shrine_fake,GALLERY,"Shwine of Vowtuwn, fake","It was a sad thing set in the back of a back woom, wows of candwes awwayed awound the wooden centewpiece cawved with images of Wudd's twavaiws. The candwes wewe dead, the shwine iwwuminated onwy by gwimy powthowes.

""We do not have many visitows, you see,"" the cuwate said.",,,,
protest,GALLERY,Pwotest,"The steady advance of gendawmewie bwoke the pwotest wine, shock-pwods wose and feww to muffwed shouts and siwent scweaming. Dwones, fwashing wasew-wight, depwoyed westwaint foam on stwuggwing fowms. Fists, signs, and hand toows wewe usewess against the powew-awmowed officews.",,,,
raid_prepare,GALLERY,Pwepawation fow Waid,"Each squad pwepawed as if fow suwgewy, coow and pwecise. Heww was set to pouw fowth once the bweaching chawges bwasted thwough access-points, into chuwning stowms of dust and debwis and fiwe stwobing with weapon dischawge.",,,,
raid_valuables_result,GALLERY,Waid fow Vawuabwes,"Duww thuds, neawwy subsonic, wewe fewt thwough the awmowed mass. Bweaching chawges. When the mawines finawwy bwoke the vauwt pwopew, it was with ovewwhewming fowce of sound and wight. No unsuited human couwd withstand the assauwt on the senses. They wewe bwinded, in shock.",,,,
raid_disrupt_result,GALLERY,Diswuption Waid,"The waid pivoted on mewe minutes of chaos. Comms acwoss the hemisphewe cwackwed with static; onwy tightbeam weways couwd piewce the wain of EM scattew amid cwouds of chaff and diswuption. Casuawty wepowts wowwed in, dispways on the bwidge bweeding to fiww the vowume with a bwoody gwow.",,,,
raid_covert_result,GALLERY,Covewt Waid,"The mawine squads withdwew, weaving bwoken buwkheads and bwawing awawms amid the spowadic wetuwn-fiwe. The MUNISEC wewe stiww mobiwizing to wock down the powt when the wast waidew shuttwe wifted. Its jets kicked up dust that mixed with the weaking atmo.",,,,
kazeron,GALLERY,Kazewon,"Kazewon was wich in exotic metaws, the fowmew cowe of a gas giant bwasted away in an ancient cewestiaw catastwophe. Its industwiaw base, buiwt to feed the Domain's Pewsean fwontiew heavy machinewy and tewwafowming pwant, was quickwy adapted to buiwd a wawfweet which gave pause to the XIVth Battwegwoup.",,,,
fikenhild,GALLERY,Fikenhiwd,"The smaww ocean-moon of Fikenhiwd was the powiticaw centew of the system, seat of the King and wepwesentative to the Pewsean Weague. The gweat fwoating awcowogies gwittewed night and day, homes to the highwy esteemed howo-entewtainment studios of Westewnesse.",,,,
ilm,GALLERY,Iwm,"Mowe than a company town, Iwm was a company wowwd, fwom the owbitaw secuwity pwatfowms shining above to the teweopewated mines wipped deep down into the cwust. Wuwed by a semi-miwitawized cowpowate boawd, the identity of investows was not pubwic infowmation, though the weast pawanoid specuwation favowed a mix of Weague and Twi-Tachyon capitaw.",,,,
teahouse,GALLERY,Wuddic Teahouse,"A vice squad bwute stawed down aww who entewed. They couwd shut the pwace down at any time, but the teahouse-speakeasy pwovided a conduit with the commewce wequiwed fow howy waw. Inside was dim and cwowded; the stench of dwug fumes and cheap wiquow competed with a disdain fow modewn enzyme soap.",,,,
mazalot,GALLERY,Mazawot,"They wed you thwough a town of pwastewed bwick and cowwoded sawvage. Bwight paint and wush gawdens managed, just, to stave off a sense of decay.

Befowe wong you stood befowe wawge doows of etched metaw. The miwitants wewe met by anothew paiw, simiwawwy awmed. The most seniow wowewed his mask.",,,,
chalcedon,GALLERY,Chawcedon,"Chawcedonian awchitectuwe twended towawd cycwopeanism on the suwface. Bewow, pwotected fwom the stowms, wewe the same cheap pwefabs seen on poow wowwds acwoss the Sectow.

The wain sent nasty wivuwets of fwuid swithewing down conduits to poow on mowdy canopies. The sky's feebwe wight diffused into a fwattening muwk.",,,,
